,region,price,type,sqfeet,beds,baths,cats_allowed,dogs_allowed,smoking_allowed,wheelchair_access,electric_vehicle_charge,comes_furnished,laundry_options,parking_options,lat,long,state,target
35266,251,895,4,984,2,1.0,1,1,0,0,0,0,4,5,41.1739,-111.981,44,1
35267,24,1850,6,1500,4,1.0,0,0,0,0,0,0,5,5,48.8298,-122.483,47,0
35268,310,825,0,1500,4,2.0,0,0,1,0,0,0,4,5,41.3935,-75.6676,38,1
35269,156,1000,0,400,0,1.0,1,1,1,0,0,0,2,5,42.4569,-76.4347,34,1
35270,46,1103,0,1285,3,2.0,0,0,0,0,0,0,5,5,41.9797,-91.6814,12,1
35271,396,1025,0,885,2,1.0,1,1,0,0,0,0,5,3,41.3013,-105.544,50,1
35272,257,2547,0,738,1,1.0,0,0,1,0,0,0,0,0,33.6825,-117.84,4,0
35273,324,1185,6,1170,3,2.5,0,1,1,0,0,0,0,0,39.8715,-75.1359,31,1
35274,33,1425,6,1469,3,2.0,0,0,1,0,0,0,4,1,43.6372,-116.349,13,0
35275,322,800,6,750,2,1.0,1,1,0,0,0,0,5,3,43.7116,-98.0087,41,1
35276,72,1595,6,1551,3,2.0,1,1,1,0,0,0,4,1,32.7243,-97.158,43,0
35277,249,1550,6,1627,3,2.0,1,1,0,0,0,0,5,1,28.9295,-82.4892,9,0
35278,274,1425,0,897,2,2.0,1,1,0,0,0,0,5,2,45.5205,-122.87,37,0
35279,120,1200,4,1000,2,1.0,1,1,1,0,0,0,5,0,26.332,-81.8118,9,1
35280,6,800,4,840,2,1.0,0,0,1,0,0,0,4,1,35.194,-101.91,43,1
35281,363,755,0,550,1,1.0,1,1,1,0,0,0,2,0,32.2619,-110.927,3,1
35282,297,1168,0,828,2,1.0,1,1,1,0,0,0,4,2,40.615,-111.893,44,1
35283,344,830,0,792,2,1.0,1,1,1,0,0,0,5,5,39.7965,-94.8443,24,1
35284,43,1475,6,3302,3,3.5,0,0,1,0,0,0,4,1,45.969,-112.48,26,0
35285,9,839,0,650,2,1.0,1,1,0,0,0,0,1,5,42.2569,-83.659,22,1
35286,287,912,0,855,2,1.0,1,1,1,0,0,0,5,5,37.4931,-77.4703,45,1
35287,301,1900,2,1000,1,1.5,0,0,0,1,0,0,4,2,35.3659,-120.847,4,0
35288,293,2250,6,1916,4,2.0,0,0,1,0,0,0,4,1,38.8942,-121.291,4,0
35289,80,1400,0,1000,2,1.0,0,0,0,0,0,0,1,5,39.7787,-105.105,5,0
35290,311,2250,4,1000,2,1.0,0,0,1,0,0,0,5,0,47.6332,-122.359,47,0
35291,295,2500,6,2400,4,2.0,1,1,1,0,0,0,4,1,45.256,-123.162,37,0
35292,274,1595,4,1104,3,1.5,0,1,0,0,0,0,4,1,45.5897,-122.409,37,0
35293,293,1395,0,840,2,1.0,1,1,0,0,0,0,5,0,38.7534,-121.282,4,0
35294,359,619,0,660,1,0.0,1,1,1,0,0,0,2,5,41.5921,-83.6425,35,1
35295,42,1425,0,1200,3,1.0,1,1,0,0,0,1,1,5,42.9035,-78.8959,34,0
35296,38,1250,0,900,2,1.0,0,0,1,0,0,0,5,2,45.6491,-110.565,26,0
35297,20,1450,0,779,1,1.0,0,0,1,0,0,0,0,0,39.1313,-76.5788,20,0
35298,228,825,0,695,1,0.0,0,0,1,0,0,0,0,0,33.6765,-78.968,40,1
35299,185,1450,6,1547,3,2.5,1,1,1,0,0,0,5,1,35.9975,-115.254,33,0
35300,215,919,0,764,1,1.5,1,1,1,0,0,0,1,0,43.0646,-88.066,48,1
35301,94,1650,11,2261,3,2.5,1,1,0,0,0,0,2,5,39.0564,-76.045,20,0
35302,268,964,0,738,1,1.0,0,0,1,0,0,0,0,0,33.3645,-111.787,3,1
35303,2,1130,0,1163,2,2.0,1,1,0,0,0,0,5,5,41.1141,-81.614,35,1
35304,237,1375,0,1175,2,2.0,1,1,0,0,0,0,5,1,48.1723,-103.624,28,0
35305,300,1699,0,692,1,1.0,1,1,0,0,0,0,5,0,33.0215,-117.115,4,0
35306,274,900,0,864,1,1.5,0,0,1,0,0,0,5,1,45.6674,-122.705,37,1
35307,346,1080,0,1219,3,2.0,1,1,1,0,0,0,2,5,38.492,-90.3777,14,1
35308,190,1499,6,1742,4,2.5,0,0,1,0,0,0,4,1,38.0136,-84.3986,17,0
35309,378,1800,2,950,2,1.0,0,0,1,0,0,0,5,5,38.8836,-77.1395,7,0
35310,234,2500,0,1200,3,1.0,0,0,1,0,0,0,0,0,40.757,-73.9305,34,0
35311,220,1000,6,1200,2,1.0,0,0,0,0,0,1,2,0,33.7086,-113.714,3,1
35312,33,990,0,900,2,1.0,1,1,0,0,0,0,4,2,43.6249,-116.296,13,1
35313,70,1650,6,1200,3,1.5,0,0,0,0,0,0,5,1,44.5886,-123.276,37,0
35314,374,1475,0,825,2,1.0,1,0,1,0,0,0,2,5,44.4831,-73.2072,46,0
35315,12,1175,0,800,2,1.0,1,1,1,1,0,1,5,5,35.5641,-82.5397,27,1
35316,359,599,0,660,1,0.0,1,1,1,0,0,0,0,0,41.5714,-83.5366,35,1
35317,17,1203,0,1390,2,2.0,0,0,1,0,0,0,0,0,33.4805,-82.2028,10,1
35318,244,1160,6,2048,3,2.5,1,1,1,0,0,0,0,0,40.2817,-80.7856,35,1
35319,35,1275,0,350,0,1.0,0,0,0,0,0,0,1,5,42.4132,-71.1233,19,0
35320,172,1050,6,1200,3,2.0,1,1,1,0,0,0,0,0,36.0008,-83.4233,42,1
35321,359,675,0,900,2,1.0,0,0,1,0,0,0,1,3,41.6869,-83.6001,35,1
35322,293,1450,6,1600,5,2.0,1,1,1,1,0,0,4,6,38.5291,-121.456,4,0
35323,307,1399,11,1400,2,2.5,0,1,1,0,0,0,5,5,27.4978,-82.4101,9,0
35324,33,1450,6,1750,3,2.0,0,0,0,0,0,0,4,1,43.64,-116.609,13,0
35325,51,1143,0,1000,2,2.0,1,1,1,0,0,0,5,5,33.0082,-80.0509,40,1
35326,201,945,0,775,1,1.0,1,1,0,1,0,0,5,1,43.5511,-89.4963,48,1
35327,234,2350,0,1000,2,1.0,1,1,1,0,0,0,0,0,40.7104,-73.9094,34,0
35328,350,1450,6,550,1,1.0,0,0,0,0,0,0,4,6,37.737,-121.423,4,0
35329,355,650,0,987,2,1.0,1,1,1,0,0,0,0,0,39.4557,-87.4094,15,1
35330,354,1950,6,1350,2,2.0,1,1,0,0,0,0,5,1,27.7614,-82.7381,9,0
35331,268,1345,0,810,2,0.0,1,1,1,0,0,0,5,0,33.4895,-112.004,3,0
35332,195,2500,6,1100,3,1.0,0,0,0,0,0,0,0,5,40.6971,-73.6867,34,0
35333,135,525,0,300,0,1.0,1,1,0,0,0,0,3,5,40.1942,-76.737,38,1
35334,266,500,0,1200,2,1.0,0,0,0,0,0,0,1,3,40.8765,-90.1747,14,1
35335,359,625,6,1234,3,1.0,0,0,0,0,0,0,4,3,41.6767,-83.5573,35,1
35336,35,2400,4,1650,3,1.0,0,0,1,0,0,0,5,5,42.5473,-71.2647,19,0
35337,80,1100,0,650,1,1.0,0,0,1,0,0,0,1,5,39.7422,-104.877,5,1
35338,323,1500,2,915,1,1.5,0,0,1,0,0,0,1,1,25.985,-80.1407,9,0
35339,79,2100,4,2300,4,3.5,0,0,1,0,0,0,5,5,38.7721,-75.1364,8,0
35340,42,1500,0,1100,4,1.0,0,0,1,0,0,0,1,5,42.9237,-78.8488,34,0
35341,234,2600,0,799,1,1.0,1,1,1,0,0,0,1,5,40.8117,-73.9518,34,0
35342,0,1600,3,840,1,1.0,0,0,1,0,0,0,5,6,37.7402,-122.171,4,0
35343,399,600,6,660,2,1.0,0,0,1,0,0,0,5,3,41.0583,-80.6116,35,1
35344,217,775,6,800,1,0.0,1,0,1,0,0,0,4,5,46.879,-114.018,26,1
35345,287,1100,0,1600,3,1.5,0,0,1,0,0,0,4,5,37.5562,-77.43,45,1
35346,193,1299,0,1288,2,2.0,1,1,0,0,0,0,5,3,34.8049,-92.4731,2,0
35347,339,1195,6,1460,2,2.0,0,0,0,0,0,0,5,3,47.7143,-117.434,13,1
35348,237,2245,11,1675,3,2.5,1,1,0,0,0,0,5,1,48.1735,-103.655,28,0
35349,47,1400,0,800,1,1.0,0,0,0,0,1,0,5,0,40.5,-74.8496,31,0
35350,210,2150,6,2100,3,2.0,0,0,0,0,0,0,5,3,42.4889,-123.159,37,0
35351,268,1300,0,900,2,2.0,1,1,1,1,0,0,5,5,33.3789,-111.86,3,0
35352,373,2275,4,850,2,1.0,0,0,0,0,0,0,4,1,34.2785,-119.25,4,0
35353,56,1195,0,1550,2,2.0,0,0,0,0,0,0,5,1,41.5544,-87.5011,14,1
35354,307,1660,0,1385,3,2.0,1,1,1,0,0,0,5,5,27.3879,-82.5056,9,0
35355,26,2100,6,1940,3,2.5,1,1,1,0,0,0,4,1,44.0685,-121.298,37,0
35356,211,495,0,650,1,1.0,1,1,1,0,0,0,2,5,35.2202,-89.926,42,1
35357,219,1900,6,2300,5,2.0,1,1,1,0,0,0,5,1,37.4836,-121.118,4,0
35358,253,649,0,935,2,2.0,1,1,1,0,0,0,2,0,35.5704,-97.5257,36,1
35359,72,1150,0,626,1,0.0,0,0,1,0,0,0,0,0,32.7582,-96.7623,43,1
35360,27,1350,6,1688,3,2.0,1,1,0,0,0,0,5,3,45.7849,-108.569,26,0
35361,151,1495,0,1295,2,3.0,1,1,0,0,0,0,5,5,34.425,-86.5703,1,0
35362,18,1095,0,630,1,1.0,1,1,0,0,0,0,2,5,30.2324,-97.7785,43,1
35363,253,825,6,1149,3,1.0,0,0,0,0,0,0,4,1,35.5681,-97.5521,36,1
35364,185,1205,0,960,2,2.0,1,1,1,0,0,0,5,5,36.0638,-115.061,33,1
35365,42,1200,0,1500,3,1.0,0,0,0,0,0,0,2,0,42.9414,-78.8374,34,1
35366,37,669,0,660,1,1.0,1,1,1,0,0,0,2,5,36.9918,-86.423,17,1
35367,36,1895,2,500,1,1.0,1,1,1,0,0,1,1,5,40.0334,-105.251,5,0
35368,174,525,6,600,1,1.0,0,0,1,0,0,0,0,0,44.0546,-91.6546,48,1
35369,382,1800,11,1325,3,2.5,0,0,0,0,0,0,5,1,47.8337,-120.018,47,0
35370,389,1250,4,1649,3,2.0,1,1,0,0,0,0,4,1,37.6615,-97.237,16,0
35371,259,1440,0,1314,2,2.0,1,1,1,0,0,0,5,0,28.3703,-81.4239,9,0
35372,52,1200,11,1154,2,1.5,1,1,1,0,0,0,4,5,35.5942,-80.8456,27,1
35373,235,1349,11,1178,3,1.5,1,1,1,0,0,0,5,0,36.9168,-76.1975,45,0
35374,285,2495,6,3300,5,3.0,0,1,0,0,0,0,4,1,39.6077,-119.813,4,0
35375,289,1250,6,1101,5,2.5,1,1,1,0,0,0,0,0,43.2248,-77.5572,23,0
35376,119,715,0,500,2,2.0,1,1,1,1,0,0,5,2,36.7976,-119.808,4,1
35377,101,595,0,500,1,1.0,1,1,1,0,0,1,3,6,37.9895,-87.5864,15,1
35378,52,1185,11,1272,5,2.5,1,1,1,0,0,0,0,0,35.2781,-81.1001,27,1
35379,102,1350,2,915,2,1.5,1,0,0,0,0,0,5,5,64.8551,-147.759,0,0
35380,326,975,6,2045,3,2.5,1,1,1,0,0,0,0,0,37.8142,-95.4242,16,1
35381,35,2193,0,1102,1,1.0,1,1,1,0,0,0,5,1,42.1994,-70.9761,19,0
35382,293,2500,6,1300,3,2.0,0,0,0,0,0,0,4,1,38.563,-121.724,4,0
35383,56,2075,0,1300,2,2.0,1,1,0,0,0,0,5,6,41.905,-87.6346,14,0
35384,258,1050,0,688,1,1.0,1,1,1,0,0,0,4,5,46.1558,-123.798,37,1
35385,259,1190,0,850,1,1.0,1,1,0,0,0,0,5,5,28.5451,-81.5056,9,1
35386,283,1196,0,690,1,1.0,1,1,1,0,0,0,5,5,40.2995,-75.9876,38,1
35387,8,1450,2,821,2,1.0,0,0,0,0,0,0,5,1,61.1975,-149.903,0,0
35388,12,1800,6,1750,4,3.0,1,1,1,0,0,0,4,0,35.6498,-82.7106,27,0
35389,172,2020,3,1000,2,1.5,0,1,0,0,0,1,5,5,35.7533,-83.8243,42,0
35390,35,1835,0,925,1,1.0,0,0,0,0,0,0,5,6,42.3679,-71.0338,19,0
35391,82,1375,0,1000,2,1.0,1,1,1,0,0,0,5,2,42.5568,-83.1061,22,0
35392,57,1500,0,1100,3,1.0,1,1,0,0,0,0,5,5,39.7195,-121.851,4,0
35393,99,1180,11,1320,3,1.5,1,1,0,0,0,0,4,1,42.0747,-80.1428,38,1
35394,250,1000,10,400,1,1.0,0,1,0,0,0,1,2,5,31.9695,-101.993,43,1
35395,201,1710,0,860,3,1.0,1,1,1,0,0,0,0,0,43.078,-89.3889,48,0
35396,54,850,2,2102,5,2.5,1,1,1,0,0,0,0,0,34.966,-85.2995,42,1
35397,311,1790,0,604,1,1.0,0,0,0,1,0,0,5,1,47.6379,-122.364,47,0
35398,300,2300,0,1000,2,2.0,0,0,1,0,0,0,2,5,32.7677,-117.192,4,0
35399,124,900,11,1463,4,2.5,1,1,1,0,0,0,0,0,43.3149,-73.5746,34,1
35400,262,2400,2,1286,2,2.0,0,1,0,0,0,0,4,1,33.7959,-116.493,4,0
35401,362,625,0,900,1,1.0,0,0,1,0,0,1,5,5,36.3014,-82.3712,42,1
35402,205,1160,6,1371,4,2.5,0,1,1,0,0,0,0,0,41.0365,-82.1267,35,1
35403,300,2187,0,1096,2,2.0,1,1,0,0,0,0,5,5,33.1289,-117.165,4,0
35404,105,700,4,900,2,1.0,0,0,0,0,0,0,2,5,36.081,-94.1853,2,1
35405,300,395,0,302,1,1.0,0,0,1,0,0,1,3,2,32.5175,-116.971,4,1
35406,268,1388,0,988,2,2.0,1,1,1,0,0,0,5,0,33.587,-111.832,3,0
35407,180,1200,6,1542,3,2.0,0,0,1,0,0,0,5,2,27.9818,-81.7595,9,1
35408,11,740,0,20,2,1.0,0,0,0,0,0,0,5,3,43.838,-88.8507,48,1
35409,238,2650,2,688,1,1.0,0,0,0,0,0,0,5,4,40.7382,-74.0325,31,0
35410,56,1295,0,400,0,1.0,1,1,1,0,0,0,5,6,41.9345,-87.6517,14,0
35411,287,749,0,784,2,1.0,1,1,1,0,0,0,5,5,37.5459,-77.3692,45,1
35412,395,1611,0,703,1,1.0,1,1,0,1,0,0,5,5,42.318,-71.5746,19,0
35413,147,1095,0,1217,2,2.0,1,1,1,1,0,0,4,0,30.0321,-95.4379,43,1
35414,342,1200,4,1400,4,2.0,0,0,1,0,0,0,1,3,45.5671,-94.1782,23,1
35415,167,995,0,852,2,1.0,1,0,1,0,0,0,2,0,46.2084,-119.156,47,1
35416,59,975,0,1000,2,1.0,0,0,1,0,0,0,1,6,39.128,-84.5255,35,1
35417,346,425,0,500,1,1.0,0,0,0,0,0,0,4,5,38.1516,-90.5572,14,1
35418,145,899,0,1216,3,2.0,0,0,1,0,0,0,5,5,43.0196,-86.1458,22,1
35419,285,1684,0,1002,2,2.0,1,1,1,0,0,0,5,2,39.4995,-119.806,4,0
35420,255,700,0,500,1,1.0,1,1,1,0,0,0,1,5,41.2657,-95.996,12,1
35421,139,450,3,140,1,1.0,0,0,1,0,0,1,2,6,22.1893,-159.361,11,1
35422,192,850,0,1000,3,1.0,0,0,0,1,0,0,5,1,41.2168,-96.6124,29,1
35423,105,1079,0,967,2,2.0,1,1,1,0,0,1,5,5,35.0864,-79.0034,27,1
35424,293,1748,0,600,1,1.0,1,1,1,0,0,0,2,5,38.5538,-121.742,4,0
35425,100,925,4,800,2,1.0,1,1,0,0,0,0,4,5,44.0666,-123.134,37,1
35426,196,1850,0,645,1,1.0,0,0,1,0,0,0,2,0,33.8404,-118.376,4,0
35427,339,1195,0,1100,2,2.0,1,1,1,0,0,1,5,3,47.7475,-116.777,13,1
35428,149,1750,6,1550,3,2.0,0,0,0,0,0,0,4,1,40.9618,-124.101,4,0
35429,228,1295,11,1600,3,2.5,0,1,1,0,0,0,5,0,33.8704,-78.6642,40,0
35430,21,1018,0,1255,3,2.0,1,1,1,0,0,0,5,2,30.4352,-91.0567,18,1
35431,216,1275,0,900,2,1.0,0,0,0,0,0,0,2,3,44.823,-93.3052,23,0
35432,268,1411,0,1168,2,2.0,1,1,0,0,0,0,5,2,33.4487,-112.32,3,0
35433,373,1598,0,672,1,1.0,1,1,1,0,0,0,2,2,34.2208,-119.057,4,0
35434,392,1100,6,1400,3,2.0,0,0,1,0,0,0,4,2,34.5553,-77.9172,27,1
35435,139,1899,0,715,2,1.0,1,1,1,0,0,0,2,2,21.5006,-158.024,11,0
35436,268,729,0,700,1,1.0,0,0,1,0,0,0,2,2,33.6819,-112.1,3,1
35437,215,1175,11,1300,2,2.5,0,0,1,0,0,0,5,1,42.9909,-88.1084,48,1
35438,95,1056,11,1040,3,1.5,1,1,1,0,0,1,5,5,44.776,-91.4642,48,1
35439,84,800,6,900,2,1.0,0,1,0,0,0,0,1,5,42.5061,-90.7094,12,1
35440,29,745,0,723,1,1.0,1,1,0,0,0,0,4,0,33.4636,-86.8107,1,1
35441,361,970,4,1000,2,2.0,0,0,0,0,0,0,5,1,27.8016,-80.5018,9,1
35442,201,1375,0,1090,2,1.0,1,0,0,0,0,0,5,0,43.005,-89.416,48,0
35443,182,1100,6,2190,4,2.0,1,1,1,1,0,0,4,2,42.7529,-84.7373,22,1
35444,364,657,0,1060,3,2.0,1,1,0,0,0,0,4,0,36.7449,-95.9687,36,1
35445,258,1400,6,1220,3,1.0,0,0,0,0,0,0,5,5,44.6175,-123.931,37,0
35446,190,725,2,850,2,1.0,1,1,0,0,0,0,4,6,38.0522,-84.4955,17,1
35447,267,2050,0,1265,3,2.0,1,1,1,0,0,0,1,0,40.0449,-75.4134,38,0
35448,286,1650,11,1050,3,1.5,1,1,0,0,0,0,2,5,41.7723,-71.3542,39,0
35449,11,950,11,1332,2,1.5,0,1,1,0,0,0,1,1,43.9777,-88.531,48,1
35450,224,950,11,1140,2,1.5,0,0,0,0,0,0,5,1,39.4938,-80.2211,49,1
35451,0,2695,0,780,1,1.0,0,0,1,0,0,0,0,0,37.5538,-122.27,4,0
35452,67,0,0,1437,2,2.0,1,1,0,1,0,0,5,3,39.9634,-82.9908,35,1
35453,324,825,0,700,1,1.0,1,1,1,0,0,0,2,5,39.8779,-75.1089,31,1
35454,33,1495,6,1517,4,2.0,0,1,0,0,0,0,4,0,43.6276,-116.291,13,0
35455,26,1195,9,464,0,1.0,0,0,1,0,0,0,5,0,44.0652,-121.315,37,1
35456,37,699,0,550,1,1.0,1,1,1,0,0,0,2,5,36.9916,-86.4229,17,1
35457,339,1190,6,1757,4,2.0,1,1,1,0,0,0,0,0,47.8479,-118.444,13,1
35458,168,1399,11,1665,2,2.0,1,1,1,0,0,0,5,1,42.3311,-88.2955,48,0
35459,330,850,6,1700,4,2.0,0,0,1,0,0,0,4,3,37.8019,-89.0232,14,1
35460,249,85,0,1600,1,0.0,0,1,0,1,0,1,0,0,28.8358,-82.3304,9,1
35461,394,919,6,1679,3,2.5,1,1,1,0,0,0,4,1,36.0502,-80.2093,27,1
35462,153,1025,6,1100,3,2.0,0,0,0,0,0,0,4,1,40.0617,-86.0555,15,1
35463,361,1549,0,1398,2,2.5,1,1,0,0,0,0,4,1,27.368,-80.3909,9,0
35464,352,1900,6,3000,5,2.0,1,1,1,0,0,0,4,1,43.0635,-76.0646,34,0
35465,338,929,0,725,1,1.0,0,0,1,0,0,0,2,0,28.0371,-80.6355,9,1
35466,42,749,0,850,2,1.0,0,0,0,0,0,0,2,5,42.9689,-78.8675,34,1
35467,257,1670,0,692,1,1.0,1,1,1,0,0,0,2,2,33.6398,-117.937,4,0
35468,267,1100,0,650,2,1.0,1,0,1,0,0,0,5,0,39.9254,-75.1761,38,1
35469,98,1600,6,2500,4,2.0,0,0,0,0,0,0,4,3,42.1721,-76.856,34,0
35470,195,775,0,800,1,1.0,1,1,0,0,0,0,3,5,42.4133,-75.2079,34,1
35471,270,850,0,926,2,1.5,0,0,1,0,0,0,1,5,40.3312,-79.9394,38,1
35472,299,944,0,720,2,1.0,1,1,1,0,0,0,0,0,29.3675,-98.4593,43,1
35473,20,1090,0,726,2,1.0,1,0,0,0,0,0,2,5,39.2793,-76.7161,20,1
35474,56,800,10,1216,3,2.0,1,1,1,0,0,0,4,5,41.5263,-87.2525,14,1
35475,74,675,6,964,3,1.0,1,1,1,0,0,0,4,3,39.7911,-84.2478,35,1
35476,122,1000,0,750,2,1.0,0,0,0,0,0,0,2,5,29.661,-82.3495,9,1
35477,293,1699,0,1000,2,2.0,1,1,1,0,0,0,5,2,38.6472,-121.183,4,0
35478,201,950,0,874,2,1.0,1,1,0,0,0,0,1,5,43.1401,-89.3911,48,1
35479,10,1200,0,600,1,0.0,0,0,0,0,0,0,3,5,39.0489,-76.5935,20,1
35480,297,1409,0,950,2,2.0,1,1,1,0,0,0,5,2,40.54,-111.412,44,0
35481,301,2100,0,286,0,1.0,1,1,1,1,0,0,0,0,34.9529,-120.414,4,0
35482,133,1295,6,1800,2,2.0,0,0,0,0,0,0,4,1,30.3765,-89.1838,25,0
35483,192,1000,6,1288,3,2.0,1,1,1,0,0,0,4,1,39.7787,-75.8876,29,1
35484,242,695,3,900,0,1.0,0,0,1,0,0,0,0,5,46.2133,-91.0629,48,1
35485,67,1050,11,1176,2,1.0,1,1,0,0,0,0,5,6,39.9534,-83.0349,35,1
35486,14,1100,6,1500,3,2.0,0,1,1,0,0,0,5,5,39.3228,-82.2594,35,1
35487,387,1400,0,425,0,1.0,0,0,1,0,0,0,1,6,42.3399,-71.1596,19,0
35488,323,1499,0,1350,3,2.0,0,0,1,0,0,0,5,0,26.1848,-80.2406,9,0
35489,394,975,6,1644,3,2.0,0,1,1,0,0,0,4,2,36.1765,-80.2723,27,1
35490,122,1025,0,2333,4,2.5,1,1,1,0,0,0,0,0,29.7573,-82.1076,9,1
35491,8,1600,11,1400,3,2.0,0,0,0,0,0,0,5,1,61.1801,-149.879,0,0
35492,224,995,0,1040,2,2.0,1,1,1,0,0,0,5,5,39.6508,-79.9453,49,1
35493,262,1470,0,745,1,1.0,0,0,1,0,0,0,2,2,33.7089,-116.234,4,0
35494,101,815,0,700,1,1.0,1,1,1,0,0,0,4,5,37.9433,-87.491,15,1
35495,192,1499,6,1162,3,3.0,0,0,0,0,0,0,4,1,40.7615,-96.6117,29,0
35496,285,1050,0,1074,2,1.5,1,0,1,0,0,0,5,5,39.5623,-119.828,4,1
35497,342,900,0,750,1,1.0,1,1,1,1,0,0,1,3,45.3345,-93.7458,23,1
35498,230,1500,0,1000,2,1.0,0,0,1,0,0,0,4,5,42.772,-71.4666,30,0
35499,265,950,0,1100,3,2.0,1,1,1,1,0,0,5,1,30.5042,-87.1733,9,1
35500,100,1090,0,750,2,1.0,0,0,1,0,0,0,2,5,44.0594,-123.0,37,1
35501,251,1730,6,2124,5,2.0,1,1,1,0,0,0,4,6,41.1096,-112.019,44,0
35502,133,660,0,650,1,1.0,1,1,1,0,0,0,2,5,30.4141,-88.7909,25,1
35503,257,2284,0,1025,2,2.0,0,0,1,0,0,0,0,0,33.6493,-117.954,4,0
35504,286,1050,0,1200,3,1.0,0,0,0,0,0,0,4,5,41.9893,-71.5135,39,1
35505,99,575,0,900,2,1.0,1,0,0,0,0,0,1,5,42.1257,-80.0921,38,1
35506,59,2395,6,1700,3,2.5,1,1,0,0,0,0,5,1,39.1321,-84.4358,35,0
35507,288,925,6,900,2,1.0,0,0,0,0,0,0,5,5,37.2123,-79.7429,45,1
35508,352,625,0,600,1,1.0,0,0,1,0,0,0,0,6,43.0599,-76.1469,34,1
35509,289,915,10,910,2,1.0,0,0,0,0,0,0,4,5,42.7216,-77.6747,34,1
35510,350,1495,6,1335,3,2.0,0,0,0,0,0,0,4,2,37.9695,-121.307,4,0
35511,343,2495,6,3046,5,3.5,0,1,0,0,0,0,4,1,37.0963,-113.493,44,0
35512,35,2450,0,1200,2,1.0,0,0,0,0,0,0,1,4,42.3448,-71.1156,19,0
35513,369,875,10,1368,3,2.0,0,0,1,0,0,0,1,3,31.8554,-95.3727,43,1
35514,46,1250,6,1300,4,1.0,1,1,1,0,0,0,0,1,41.9467,-91.709,12,0
35515,80,1080,0,609,1,1.0,1,1,1,0,0,0,2,0,39.672,-104.902,5,1
35516,76,1190,6,1220,3,2.0,1,1,1,0,0,0,0,0,40.1218,-88.6404,14,1
35517,54,695,6,700,2,2.0,0,0,1,0,0,0,4,0,34.9535,-85.2968,42,1
35518,35,2200,0,1566,2,2.5,0,0,1,0,0,0,5,3,42.7339,-71.1247,19,0
35519,9,929,0,850,1,1.0,1,1,0,0,0,0,1,5,42.2292,-83.6567,22,1
35520,324,2175,6,2064,3,2.5,0,1,1,0,0,0,5,1,39.7436,-74.9787,31,0
35521,387,1300,0,1200,2,1.0,0,0,0,0,0,0,1,0,42.323,-72.6442,19,0
35522,0,2495,0,500,1,1.0,0,0,0,0,0,0,3,5,36.9584,-121.98,4,0
35523,154,875,0,600,1,1.0,0,0,1,0,0,1,5,5,34.2152,-117.248,4,1
35524,149,1850,6,1700,3,2.5,0,0,1,0,0,0,4,1,40.7717,-124.147,4,0
35525,258,1300,0,840,2,1.0,0,0,0,0,0,0,4,1,44.6438,-124.059,37,0
35526,193,1200,0,1674,4,2.0,1,1,0,0,0,0,4,1,34.7622,-92.3861,2,1
35527,154,1800,6,1699,3,2.5,1,1,1,1,0,0,5,1,33.5217,-117.129,4,0
35528,26,2200,6,2517,4,2.5,0,0,0,0,0,0,5,1,44.0591,-121.261,37,0
35529,132,1014,0,884,1,1.0,1,1,0,0,0,0,5,0,34.9124,-82.4261,40,1
35530,137,795,0,600,1,1.0,1,0,1,0,0,0,0,6,41.7625,-72.7129,6,1
35531,300,1895,0,620,1,1.0,0,0,1,0,0,0,2,5,32.7453,-117.253,4,0
35532,274,1475,0,892,2,1.0,1,1,0,1,0,0,5,5,45.5246,-122.981,37,0
35533,251,1200,0,1022,2,2.0,1,1,0,0,0,0,5,2,41.2215,-111.962,44,1
35534,215,700,0,1000,2,1.0,0,0,1,0,0,0,4,3,43.0796,-87.9685,48,1
35535,61,995,11,1200,2,2.0,1,1,0,1,0,0,5,1,41.6046,-81.4692,35,1
35536,98,975,6,1800,3,1.5,1,0,0,0,0,0,4,5,42.0902,-76.8106,34,1
35537,235,750,0,624,2,1.0,0,0,1,0,0,0,0,0,37.0318,-76.3199,45,1
35538,96,1150,11,1500,3,2.5,0,0,1,0,0,0,5,1,31.8544,-106.585,43,1
35539,341,1950,11,1814,3,2.5,0,0,0,0,0,0,4,1,29.9475,-81.5264,9,0
35540,3,675,0,500,0,1.0,1,0,0,0,0,0,0,5,42.7172,-73.6969,34,1
35541,126,735,0,900,2,2.0,0,0,0,0,0,0,2,3,47.9039,-97.0627,28,1
35542,128,1820,0,1499,2,2.5,1,1,1,0,0,0,5,1,43.0134,-85.6373,22,0
35543,0,2500,0,700,1,1.0,0,0,0,0,0,0,2,0,37.6531,-122.436,4,0
35544,281,1390,0,1195,3,2.5,1,1,1,0,0,0,4,5,35.7885,-78.7056,27,0
35545,138,900,6,2275,3,2.0,0,0,1,0,0,0,4,1,31.3062,-89.2917,25,1
35546,322,425,0,875,1,1.0,0,0,0,0,0,0,0,5,45.4588,-98.4859,41,1
35547,228,775,2,1000,2,1.0,0,0,0,0,0,0,2,5,33.7121,-78.888,40,1
35548,0,2491,0,1073,2,2.0,1,1,0,0,0,0,5,2,37.6658,-121.876,4,0
35549,99,950,11,1600,3,1.0,0,0,1,0,0,0,4,5,42.1476,-80.0134,38,1
35550,274,1196,0,730,1,1.0,1,1,1,0,0,0,5,2,45.5451,-122.84,37,1
